return_id,order_id,product_id,return_date,return_reason,return_quantity,refund_amount
ret-006156,94116,1086,2013-07-17,changed_mind,1,897.04
ret-006157,94178,966,2013-07-21,not_as_described,2,9318.39
ret-006158,94212,2055,2013-07-10,wrong_size,1,5680.12
ret-006159,94219,1987,2013-07-15,not_as_described,1,1560.06
ret-006160,94241,669,2013-07-28,not_as_described,5,62783.01
ret-006161,94381,1085,2013-07-23,defective,4,3391.97
ret-006162,94381,1086,2013-07-15,late_delivery,4,3472.42
ret-006164,94412,2252,2013-07-28,not_as_described,3,3791.56
ret-006165,94412,2253,2013-07-28,wrong_size,3,3984.21
ret-006167,94437,1000,2013-07-27,wrong_size,1,980.41
ret-006173,94492,826,2013-07-18,defective,6,58584.21
ret-006174,94498,927,2013-07-27,wrong_size,1,4652.21
ret-006176,94502,826,2013-07-16,late_delivery,2,19627.08
ret-006178,94534,863,2013-07-19,late_delivery,2,5563.67
ret-006179,94540,767,2013-07-25,wrong_size,1,942.35
ret-006180,94540,768,2013-07-21,changed_mind,3,2738.37
ret-006181,94549,1926,2013-07-20,late_delivery,2,1678.87
ret-006182,94549,1927,2013-07-17,defective,1,798.18
ret-006183,94605,762,2013-07-24,not_as_described,2,3637.01
ret-006184,94607,1909,2013-07-25,late_delivery,3,5482.56
ret-006185,94611,758,2013-07-09,defective,1,643.09
ret-006187,94623,927,2013-07-22,changed_mind,1,4108.9
ret-006188,94647,467,2013-07-27,not_as_described,1,8573.46
ret-006189,94666,645,2013-07-29,defective,6,40276.51
ret-006191,94706,2234,2013-07-24,wrong_size,1,574.58
ret-006192,94706,2235,2013-07-29,wrong_size,7,4420.02
ret-006193,94718,1963,2013-07-12,wrong_size,4,5617.89
ret-006194,94758,566,2013-07-17,wrong_size,1,8964.22
ret-006195,94761,1040,2013-07-22,wrong_size,2,20102.11
ret-006196,94769,103,2013-07-27,defective,1,8403.38
ret-006197,94778,635,2013-08-01,changed_mind,1,8454.37
ret-006198,94820,2099,2013-07-13,defective,6,23331.76
ret-006199,94827,682,2013-07-28,not_as_described,2,17219.96
ret-006200,94837,475,2013-07-21,not_as_described,2,18257.94
ret-006201,94853,671,2013-07-21,wrong_size,4,33428.14
ret-006202,94859,1065,2013-07-15,not_as_described,2,5983.76
ret-006203,94859,1066,2013-07-16,defective,1,2710.71
ret-006204,94863,566,2013-07-21,not_as_described,1,8963.93
ret-006206,94910,1980,2013-08-01,wrong_size,4,6288.56
ret-006207,95008,1201,2013-07-19,changed_mind,2,10106.94
ret-006208,95035,760,2013-07-18,defective,2,2639.08
ret-006209,95079,979,2013-07-28,wrong_size,2,7623.72
ret-006210,95140,2332,2013-07-13,not_as_described,2,8830.53
ret-006212,95184,647,2013-07-17,not_as_described,1,8691.82
ret-006213,95196,2332,2013-07-31,late_delivery,1,4792.56
ret-006214,95216,604,2013-07-26,wrong_size,2,10092.26
ret-006215,95233,596,2013-07-26,wrong_size,5,37026.52
ret-006216,95236,2353,2013-07-18,changed_mind,1,3867.9
ret-006217,95271,726,2013-07-19,not_as_described,6,6512.03
ret-006218,95287,498,2013-07-20,changed_mind,2,28489.9
ret-006221,95316,396,2013-07-27,wrong_size,2,16307.78
ret-006222,95319,1859,2013-07-22,wrong_size,4,5657.35
ret-006224,95364,512,2013-07-16,changed_mind,1,2021.21
ret-006225,95370,606,2013-07-23,not_as_described,3,9214.82
ret-006226,95374,2219,2013-07-27,defective,1,1285.61
ret-006228,95419,635,2013-07-16,wrong_size,2,15964.94
ret-006230,95429,493,2013-08-02,not_as_described,2,16588.46
ret-006232,95483,977,2013-07-24,not_as_described,1,4067.11
ret-006234,95511,606,2013-07-28,changed_mind,4,12653.08
ret-006235,95538,460,2013-07-13,changed_mind,5,40139.9
ret-006236,95550,669,2013-08-02,not_as_described,2,25644.09
ret-006237,95565,551,2013-07-28,changed_mind,4,33987.84
ret-006238,95604,1489,2013-08-01,wrong_size,5,13049.81
ret-006241,95624,976,2013-07-16,late_delivery,1,2866.16
ret-006242,95672,1191,2013-08-06,changed_mind,6,14789.03
ret-006243,95714,472,2013-07-17,not_as_described,1,9490.65
ret-006244,95740,1120,2013-08-01,late_delivery,5,8512.27
ret-006245,95746,647,2013-08-05,changed_mind,1,8563.14
ret-006246,95752,979,2013-07-22,changed_mind,1,3467.45
ret-006247,95755,2373,2013-08-03,wrong_size,7,36490.04
ret-006248,95757,635,2013-08-01,changed_mind,2,17212.77
ret-006249,95783,946,2013-07-19,wrong_size,1,6365.72
ret-006250,95808,768,2013-07-22,defective,1,882.56
ret-006251,95809,767,2013-07-16,wrong_size,2,1834.01
ret-006252,95818,1492,2013-07-28,wrong_size,1,2850.67
ret-006254,95830,1474,2013-07-24,defective,4,13565.87
ret-006255,95837,571,2013-07-26,late_delivery,1,4996.83
ret-006257,95856,396,2013-07-26,not_as_described,2,17557.25
ret-006258,95873,2352,2013-07-21,wrong_size,3,10639.14
ret-006259,95886,691,2013-07-25,not_as_described,2,6590.32
ret-006260,95889,1836,2013-07-30,late_delivery,2,2663.75
ret-006261,95910,2055,2013-08-07,wrong_size,1,5505.43
ret-006262,95987,1155,2013-07-30,defective,5,24172.79
ret-006265,96086,1201,2013-07-20,wrong_size,5,27393.92
ret-006266,96098,491,2013-08-02,defective,4,31487.46
ret-006267,96104,1417,2013-07-28,not_as_described,1,2706.47
ret-006268,96104,1418,2013-08-09,not_as_described,4,11882.63
ret-006271,96133,437,2013-08-01,wrong_size,1,7569.4
ret-006273,96188,927,2013-07-24,wrong_size,1,4579.23
ret-006274,96190,2083,2013-07-31,defective,1,2944.06
ret-006276,96265,785,2013-08-08,wrong_size,3,1458.58
ret-006277,96265,786,2013-07-28,late_delivery,5,2874.42
ret-006279,96323,1009,2013-07-25,wrong_size,5,5106.09
ret-006282,96346,2241,2013-08-01,defective,4,3459.52
ret-006283,96367,2045,2013-07-23,wrong_size,1,4316.23
ret-006284,96372,757,2013-07-30,wrong_size,4,2764.58
ret-006285,96386,966,2013-07-25,changed_mind,1,4154.04
ret-006286,96423,2056,2013-07-20,not_as_described,1,3161.92
ret-006289,96518,2022,2013-07-30,wrong_size,1,2360.7
ret-006291,96569,757,2013-08-08,late_delivery,1,724.6
ret-006292,96569,758,2013-07-27,defective,2,1305.6
ret-006294,96590,2218,2013-07-26,defective,2,2576.3
ret-006295,96590,2219,2013-07-26,wrong_size,2,2684.07
ret-006296,96592,608,2013-08-09,late_delivery,2,16861.0
ret-006297,96632,2353,2013-08-02,wrong_size,2,7609.09
ret-006299,96697,1182,2013-07-29,not_as_described,1,1747.04
ret-006300,96702,2219,2013-07-25,defective,4,5207.84
ret-006301,96720,396,2013-08-03,wrong_size,6,51263.99
ret-006302,96726,2359,2013-07-29,wrong_size,1,4193.62
ret-006305,96758,1897,2013-07-23,changed_mind,2,12026.8
ret-006306,96766,1838,2013-07-28,wrong_size,3,8231.34
ret-006308,96850,2056,2013-08-06,defective,4,11622.86
ret-006310,96868,502,2013-08-04,not_as_described,1,10133.9
ret-006311,96877,726,2013-07-24,late_delivery,5,4715.67
ret-006312,96908,1017,2013-07-29,wrong_size,2,5116.64
ret-006313,96942,989,2013-07-27,wrong_size,3,11662.78
ret-006315,96955,133,2013-08-03,not_as_described,4,27908.48
ret-006316,96961,762,2013-08-07,defective,8,13326.95
ret-006317,96968,671,2013-07-24,defective,4,33751.39
ret-006318,97001,981,2013-07-20,defective,3,4424.27
ret-006319,97003,1838,2013-08-05,late_delivery,3,8065.36
ret-006320,97044,2218,2013-08-04,late_delivery,1,1277.94
ret-006321,97052,964,2013-08-04,wrong_size,1,3007.89
ret-006322,97068,761,2013-07-29,not_as_described,3,4817.72
ret-006323,97082,1081,2013-07-31,wrong_size,5,11022.71
ret-006324,97116,1001,2013-07-21,wrong_size,7,25279.39
ret-006325,97120,575,2013-07-22,late_delivery,1,8689.87
ret-006326,97174,606,2013-07-30,wrong_size,1,3254.24
ret-006327,97192,2253,2013-08-05,defective,1,1151.81
ret-006330,97262,2254,2013-07-29,defective,4,2237.33
ret-006331,97262,2255,2013-08-05,defective,1,505.34
ret-006332,97278,632,2013-07-31,wrong_size,2,6922.62
ret-006333,97348,2192,2013-08-01,wrong_size,3,6385.24
ret-006334,97362,754,2013-07-31,defective,4,9058.97
ret-006336,97374,1964,2013-07-30,changed_mind,4,3280.45
ret-006337,97415,804,2013-08-04,wrong_size,4,5596.41
ret-006338,97435,464,2013-08-02,wrong_size,1,6326.54
ret-006339,97439,464,2013-07-26,changed_mind,4,22496.85
ret-006340,97446,671,2013-07-30,not_as_described,2,15822.13
ret-006342,97487,687,2013-07-31,changed_mind,7,30825.9
ret-006343,97514,927,2013-07-21,not_as_described,4,18179.62
ret-006345,97540,2396,2013-08-07,wrong_size,4,3487.88
ret-006347,97583,1082,2013-07-30,wrong_size,2,4168.71
ret-006348,97593,2280,2013-08-09,defective,6,9892.81
ret-006349,97594,2250,2013-08-04,wrong_size,1,1062.4
ret-006350,97594,2251,2013-07-31,wrong_size,7,8256.43
ret-006351,97604,551,2013-08-08,changed_mind,1,7841.06
ret-006352,97653,2359,2013-07-26,defective,1,4155.35
ret-006353,97661,2082,2013-08-14,wrong_size,2,6485.98
ret-006354,97670,2250,2013-07-29,late_delivery,7,8309.56
ret-006355,97670,2251,2013-08-03,wrong_size,3,3407.16
ret-006356,97672,1095,2013-07-29,wrong_size,1,1055.75
ret-006357,97672,1096,2013-08-05,late_delivery,2,2222.29
ret-006358,97686,2400,2013-08-02,defective,2,1826.37
ret-006359,97688,1133,2013-08-09,wrong_size,1,5753.88
ret-006360,97698,144,2013-08-09,defective,4,18245.56
ret-006361,97706,2332,2013-08-07,wrong_size,1,4358.68
ret-006362,97712,676,2013-07-22,not_as_described,3,23350.04
ret-006363,97727,1987,2013-08-10,not_as_described,2,3118.49
ret-006366,97739,2332,2013-08-08,defective,4,16745.83
ret-006367,97753,2254,2013-08-02,changed_mind,1,582.23
ret-006368,97753,2255,2013-08-07,wrong_size,2,1103.64
ret-006369,97754,785,2013-07-29,defective,1,501.73
ret-006370,97754,786,2013-08-13,changed_mind,1,523.27
ret-006371,97760,2396,2013-08-03,late_delivery,1,903.92
ret-006374,97827,475,2013-08-01,wrong_size,1,10082.51
ret-006375,97851,757,2013-08-06,defective,6,4024.95
ret-006376,97851,758,2013-08-15,defective,4,2893.03
ret-006378,97887,606,2013-08-09,defective,1,3238.01
ret-006379,97979,2284,2013-07-30,not_as_described,2,6221.32
ret-006380,97988,1000,2013-08-10,defective,5,4458.0
ret-006383,98021,2373,2013-08-09,defective,1,5952.05
ret-006384,98033,2373,2013-07-28,not_as_described,3,15711.1
ret-006385,98109,2331,2013-08-03,wrong_size,1,5593.34
ret-006386,98121,443,2013-07-30,changed_mind,1,8903.43
ret-006387,98147,443,2013-08-06,not_as_described,5,39534.14
ret-006390,98179,2253,2013-08-15,not_as_described,6,7660.14
ret-006392,98228,2054,2013-08-02,wrong_size,5,29133.89
ret-006395,98245,726,2013-08-08,defective,2,1955.62
ret-006396,98264,977,2013-07-29,late_delivery,2,8490.93
ret-006397,98279,642,2013-08-09,defective,2,16414.3
ret-006398,98286,2275,2013-07-28,defective,1,3350.07
ret-006399,98291,927,2013-07-25,late_delivery,2,9501.17
ret-006400,98340,785,2013-08-05,wrong_size,1,502.04
ret-006401,98340,786,2013-07-31,late_delivery,4,2143.91
ret-006405,98408,2354,2013-07-22,defective,1,3618.17
ret-006406,98411,573,2013-08-07,not_as_described,3,8799.62
ret-006407,98433,491,2013-08-05,changed_mind,1,7811.89
ret-006408,98452,915,2013-08-14,wrong_size,3,14870.29
ret-006409,98460,2252,2013-08-09,wrong_size,5,5892.74
ret-006410,98498,826,2013-07-27,not_as_described,2,18959.01
ret-006411,98503,1229,2013-08-03,wrong_size,1,2333.29
ret-006412,98512,1182,2013-08-11,wrong_size,2,3497.73
ret-006413,98514,396,2013-07-31,wrong_size,1,8863.78
ret-006414,98534,927,2013-08-13,defective,3,14526.95
ret-006415,98556,396,2013-07-30,wrong_size,5,44978.42
ret-006418,98582,2214,2013-08-10,changed_mind,1,3405.92
ret-006420,98627,2054,2013-08-02,late_delivery,4,20666.57
ret-006422,98730,768,2013-08-05,wrong_size,1,918.64
ret-006423,98789,2400,2013-08-05,not_as_described,4,3043.99
ret-006424,98795,1391,2013-08-08,defective,4,6356.48
ret-006425,98796,475,2013-08-06,changed_mind,2,19568.07
ret-006426,98799,927,2013-08-04,late_delivery,1,4374.51
ret-006427,98815,2275,2013-08-10,wrong_size,5,16684.57
ret-006428,98832,1818,2013-08-13,changed_mind,2,3859.11
ret-006430,98841,785,2013-08-07,wrong_size,3,1725.6
ret-006431,98841,786,2013-07-29,defective,6,3229.05
ret-006432,98862,92,2013-08-13,wrong_size,3,26135.63
ret-006433,98867,396,2013-07-26,wrong_size,1,7635.39
ret-006434,98887,927,2013-08-13,late_delivery,2,9552.66
ret-006435,98905,606,2013-08-12,not_as_described,2,6063.01
ret-006436,98989,954,2013-08-09,late_delivery,3,19169.02
ret-006437,99010,964,2013-08-08,wrong_size,5,14520.85
ret-006438,99026,551,2013-08-13,wrong_size,1,8245.03
ret-006439,99027,759,2013-08-06,late_delivery,1,1455.37
ret-006440,99027,760,2013-08-07,defective,5,6755.14
ret-006442,99045,1040,2013-08-02,late_delivery,3,29110.65
ret-006444,99065,976,2013-08-14,late_delivery,2,5974.72
ret-006445,99082,2055,2013-08-07,wrong_size,2,10830.0
ret-006446,99084,967,2013-07-30,not_as_described,1,5854.4
ret-006448,99122,493,2013-08-13,changed_mind,1,9916.22
ret-006449,99184,733,2013-08-08,not_as_described,2,6472.0
ret-006450,99184,734,2013-07-31,changed_mind,3,10395.14
ret-006451,99201,2045,2013-08-14,not_as_described,2,9093.54
ret-006453,99265,1009,2013-08-06,changed_mind,3,3252.59
ret-006454,99284,1920,2013-07-28,wrong_size,3,7566.27
ret-006457,99324,2045,2013-08-17,wrong_size,5,20556.69
ret-006458,99373,725,2013-08-16,wrong_size,1,1059.63
ret-006459,99373,726,2013-08-03,wrong_size,1,1008.47
ret-006460,99381,976,2013-07-29,late_delivery,2,5843.53
ret-006462,99437,785,2013-08-01,wrong_size,1,525.58
ret-006463,99437,910,2013-08-15,late_delivery,1,3672.35
ret-006464,99446,2280,2013-08-10,defective,7,10480.05
ret-006465,99453,606,2013-08-07,wrong_size,3,9263.0
ret-006466,99478,976,2013-08-10,defective,5,14895.42
ret-006467,99504,1975,2013-07-31,wrong_size,1,478.76
ret-006469,99555,608,2013-08-02,changed_mind,1,9367.79
ret-006470,99602,596,2013-08-11,wrong_size,3,27866.9
ret-006471,99605,964,2013-07-29,late_delivery,2,6635.83
ret-006473,99632,573,2013-08-11,changed_mind,1,3282.02
ret-006474,99633,927,2013-08-13,defective,5,26477.26
ret-006475,99672,819,2013-08-09,late_delivery,1,13238.9
ret-006476,99691,493,2013-08-04,not_as_described,3,31677.3
ret-006477,99694,767,2013-08-15,wrong_size,3,3040.39
ret-006478,99736,761,2013-08-13,wrong_size,3,5948.33
ret-006479,99736,762,2013-08-03,wrong_size,2,4125.39
ret-006480,99772,396,2013-08-06,changed_mind,2,19407.23
ret-006481,99772,2099,2013-08-20,wrong_size,7,33395.71
ret-006482,99778,1095,2013-08-08,defective,1,1321.87
ret-006483,99778,1096,2013-08-01,not_as_described,2,2735.65
ret-006484,99783,762,2013-08-08,wrong_size,1,2004.6
ret-006485,99788,1519,2013-08-18,wrong_size,1,2457.15
ret-006487,99857,638,2013-08-16,wrong_size,1,10732.52
ret-006489,99880,2054,2013-08-03,defective,5,35475.44
ret-006490,99909,488,2013-08-04,defective,3,34476.36
ret-006491,99915,1009,2013-08-09,not_as_described,1,1309.17
ret-006493,99933,638,2013-08-14,not_as_described,1,10426.9
ret-006494,99933,2054,2013-08-13,changed_mind,8,52735.35
ret-006495,99955,726,2013-08-11,wrong_size,6,7413.6
ret-006497,99994,1518,2013-08-11,not_as_described,2,3854.78
ret-006498,100004,1797,2013-08-18,late_delivery,6,30492.03
ret-006499,100015,2081,2013-08-07,wrong_size,2,4681.67
ret-006500,100027,726,2013-08-06,wrong_size,1,1250.94
ret-006501,100045,2252,2013-08-09,not_as_described,1,1427.69
ret-006502,100077,575,2013-08-09,defective,8,81406.3
ret-006503,100093,786,2013-08-14,changed_mind,1,642.85
ret-006504,100105,785,2013-08-12,not_as_described,3,1961.52
ret-006505,100125,915,2013-08-06,wrong_size,6,38064.53
ret-006506,100132,580,2013-08-04,wrong_size,2,19152.31
ret-006507,100158,761,2013-08-07,defective,4,8124.38
ret-006508,100158,762,2013-07-28,wrong_size,7,15777.93
ret-006509,100205,472,2013-08-14,wrong_size,1,10623.91
ret-006510,100209,437,2013-08-13,not_as_described,7,61741.23
ret-006511,100211,964,2013-08-03,wrong_size,5,17155.81
ret-006512,100243,2352,2013-08-17,changed_mind,1,4335.2
ret-006513,100248,604,2013-08-09,changed_mind,1,5761.04
ret-006516,100259,2254,2013-08-13,wrong_size,3,1881.59
ret-006517,100259,2255,2013-08-12,defective,4,2665.07
ret-006520,100286,2238,2013-08-17,wrong_size,6,8811.74
ret-006521,100286,2239,2013-08-17,not_as_described,2,2666.24
ret-006522,100287,1226,2013-08-21,wrong_size,1,5822.09
ret-006523,100295,2099,2013-08-17,defective,5,24595.66
ret-006524,100308,2280,2013-08-13,late_delivery,5,8344.92
ret-006525,100309,1974,2013-08-18,late_delivery,1,656.97
ret-006526,100309,1975,2013-08-10,defective,1,611.39
ret-006527,100316,966,2013-08-09,changed_mind,3,16972.81
ret-006528,100338,566,2013-08-09,defective,1,10676.11
ret-006530,100353,396,2013-08-07,late_delivery,2,20469.53
ret-006531,100363,638,2013-08-15,wrong_size,3,32426.61
ret-006532,100373,2400,2013-08-11,wrong_size,1,1086.74
ret-006534,100434,915,2013-08-17,late_delivery,6,39313.69
ret-006535,100487,1058,2013-08-21,not_as_described,6,8663.09
ret-006536,100530,785,2013-08-13,not_as_described,1,651.61
ret-006537,100530,786,2013-08-13,not_as_described,6,3765.38
ret-006540,100571,2138,2013-07-31,defective,3,14806.58
ret-006541,100582,575,2013-08-01,wrong_size,3,29110.46
ret-006542,100584,785,2013-08-09,defective,1,675.47
ret-006543,100584,786,2013-08-13,defective,1,684.57
ret-006544,100609,725,2013-08-12,wrong_size,1,1292.77
ret-006545,100616,573,2013-08-10,defective,1,3536.27
ret-006546,100618,2055,2013-08-19,wrong_size,2,13973.67
ret-006547,100639,1230,2013-08-12,wrong_size,1,5638.78
ret-006548,100727,671,2013-08-06,wrong_size,1,10724.17
ret-006550,100816,761,2013-08-12,changed_mind,6,11897.67
ret-006551,100827,2387,2013-08-12,changed_mind,2,10915.61
ret-006552,100838,757,2013-08-05,changed_mind,1,734.92
ret-006553,100841,2354,2013-08-04,changed_mind,6,25502.86
ret-006554,100869,2332,2013-08-20,changed_mind,4,23071.43
ret-006555,100879,1114,2013-08-21,wrong_size,1,1919.94
ret-006558,100958,1044,2013-08-15,wrong_size,7,20348.34
ret-006559,100991,488,2013-08-20,not_as_described,5,57140.28
ret-006560,100996,609,2013-08-16,defective,2,19658.51
ret-006563,101069,160,2013-08-04,not_as_described,6,50923.11
ret-006567,101086,2099,2013-08-16,wrong_size,1,4386.56
ret-006570,101138,786,2013-08-10,defective,3,2041.77
ret-006571,101155,2354,2013-08-03,late_delivery,2,8743.93
ret-006572,101195,604,2013-08-09,late_delivery,1,5673.44
ret-006573,101214,1000,2013-08-17,late_delivery,3,3043.69
ret-006576,101270,760,2013-08-22,changed_mind,1,1653.01
ret-006577,101281,915,2013-08-12,defective,3,17942.39
ret-006580,101322,1916,2013-08-05,wrong_size,2,6580.67
ret-006581,101343,910,2013-08-14,wrong_size,4,19867.85
ret-006582,101386,2359,2013-08-06,late_delivery,1,4844.1
ret-006583,101404,475,2013-08-11,wrong_size,1,11622.25
ret-006584,101432,2373,2013-08-07,not_as_described,2,12262.42
ret-006585,101448,1041,2013-08-22,defective,3,32889.39
ret-006586,101455,2053,2013-08-19,wrong_size,6,22621.07
ret-006587,101462,785,2013-08-15,not_as_described,2,1206.39
ret-006588,101467,2054,2013-08-16,wrong_size,1,6213.7
ret-006589,101481,2055,2013-08-12,wrong_size,3,20572.23
ret-006590,101489,757,2013-08-25,changed_mind,4,3119.62
ret-006591,101489,758,2013-08-25,late_delivery,1,873.47
ret-006592,101499,964,2013-08-07,not_as_described,2,6817.33
ret-006593,101540,1182,2013-08-10,late_delivery,1,2142.22
ret-006594,101606,1181,2013-08-14,changed_mind,1,4499.62
ret-006599,101666,927,2013-08-24,defective,2,10904.26
ret-006601,101690,734,2013-08-14,late_delivery,2,8053.04
ret-006602,101693,759,2013-08-18,not_as_described,2,3547.44
ret-006603,101698,757,2013-08-04,wrong_size,5,4003.65
ret-006604,101704,715,2013-08-19,wrong_size,1,1697.9
ret-006605,101735,606,2013-08-08,defective,2,7611.59
ret-006606,101834,2070,2013-08-27,late_delivery,3,16386.59
ret-006607,101865,396,2013-08-14,defective,1,10750.84
ret-006611,101905,632,2013-08-18,not_as_described,2,8866.42
ret-006612,101939,826,2013-08-13,not_as_described,4,46708.73
ret-006613,101960,642,2013-08-21,wrong_size,3,31090.91
ret-006614,101968,715,2013-08-11,wrong_size,2,3432.98
ret-006615,101968,716,2013-08-09,late_delivery,8,14035.48
ret-006616,101981,671,2013-08-09,wrong_size,3,29325.56
ret-006617,101982,682,2013-08-18,defective,4,43545.6
ret-006619,101998,443,2013-08-22,defective,4,39613.15
ret-006620,102024,2054,2013-08-10,not_as_described,4,25657.23
ret-006621,102057,767,2013-08-21,defective,2,2259.15
ret-006622,102101,606,2013-08-16,changed_mind,2,7068.43
ret-006623,102102,472,2013-08-11,wrong_size,1,10237.01
ret-006624,102116,2054,2013-08-15,wrong_size,2,12671.85
ret-006625,102126,632,2013-08-17,changed_mind,1,4171.71
ret-006626,102155,508,2013-08-27,defective,3,29645.52
ret-006631,102180,2045,2013-08-19,wrong_size,1,5162.7
ret-006634,102234,1870,2013-08-25,defective,2,19062.77
ret-006635,102254,443,2013-08-20,changed_mind,4,37991.47
ret-006636,102256,1057,2013-08-16,changed_mind,3,4859.37
ret-006637,102256,1058,2013-08-27,wrong_size,5,7112.35
ret-006638,102263,502,2013-08-14,wrong_size,1,12878.78
ret-006640,102280,1053,2013-08-11,wrong_size,7,22148.77
ret-006642,102345,757,2013-08-17,defective,4,3571.44
ret-006644,102379,785,2013-08-11,wrong_size,2,1300.21
ret-006645,102379,786,2013-08-13,changed_mind,1,615.79
ret-006646,102395,952,2013-08-25,changed_mind,1,2929.16
ret-006647,102396,2332,2013-08-17,wrong_size,1,5721.24
ret-006648,102417,1391,2013-08-26,wrong_size,1,2123.94
ret-006649,102429,573,2013-08-12,changed_mind,6,21851.32
ret-006650,102447,725,2013-08-27,defective,6,7061.94
ret-006651,102480,1181,2013-08-12,late_delivery,2,9527.96
ret-006652,102489,2252,2013-08-15,wrong_size,4,6426.68
ret-006653,102540,571,2013-08-12,defective,1,6205.44
ret-006654,102592,2049,2013-08-23,changed_mind,1,4891.92
ret-006657,102743,2218,2013-08-15,late_delivery,1,1645.1
ret-006658,102743,2219,2013-08-26,defective,3,5360.89
ret-006659,102754,1058,2013-08-24,late_delivery,3,4505.67
ret-006660,102755,1057,2013-08-10,defective,2,3118.66
ret-006661,102755,1228,2013-08-05,defective,6,8911.27
ret-006662,102774,981,2013-08-08,wrong_size,3,5779.09
ret-006664,102785,533,2013-08-18,defective,3,17225.55
ret-006665,102786,634,2013-08-25,changed_mind,2,20846.69
ret-006668,102823,2280,2013-08-15,not_as_described,1,1836.26
ret-006669,102827,761,2013-08-24,wrong_size,6,12272.02
ret-006670,102838,726,2013-08-19,wrong_size,1,1134.61
ret-006671,102843,559,2013-08-11,wrong_size,2,14801.62
ret-006672,102846,768,2013-08-14,late_delivery,5,4983.47
ret-006673,102856,2205,2013-08-21,late_delivery,1,1679.29
ret-006674,102866,645,2013-08-05,wrong_size,6,53929.7
ret-006675,102893,726,2013-08-14,wrong_size,1,1288.0
ret-006676,102907,2388,2013-08-25,wrong_size,2,6714.02
ret-006678,102920,910,2013-08-10,not_as_described,4,18962.61
ret-006680,102988,2064,2013-08-23,wrong_size,1,5779.93
ret-006681,102994,2045,2013-08-11,not_as_described,2,10803.1
ret-006682,103020,989,2013-08-12,wrong_size,4,19146.16
ret-006684,103024,551,2013-08-10,not_as_described,1,11162.22
ret-006689,103079,1181,2013-08-13,wrong_size,6,14049.99
ret-006690,103102,632,2013-08-20,wrong_size,1,2208.22
ret-006691,103134,2359,2013-08-14,changed_mind,6,16359.65
ret-006692,103140,551,2013-08-24,wrong_size,3,15749.21
ret-006694,103149,606,2013-08-13,late_delivery,1,2009.33
ret-006695,103157,437,2013-08-23,changed_mind,3,12934.49
ret-006696,103170,2049,2013-08-12,changed_mind,4,9061.42
ret-006697,103205,927,2013-08-25,not_as_described,7,19150.46
ret-006698,103225,964,2013-08-28,late_delivery,1,1767.37
ret-006699,103243,964,2013-08-24,wrong_size,3,5705.72
ret-006700,103250,2071,2013-08-26,defective,1,1964.74
ret-006701,103277,382,2013-08-16,not_as_described,4,20887.84
ret-006702,103284,964,2013-08-31,wrong_size,1,1833.04
ret-006703,103310,785,2013-08-13,wrong_size,1,627.7
ret-006704,103372,2053,2013-08-24,changed_mind,1,1916.64
ret-006705,103380,559,2013-08-14,wrong_size,5,16513.71
ret-006706,103382,1001,2013-08-19,wrong_size,3,14301.82
ret-006709,103454,571,2013-08-21,changed_mind,2,6114.81
ret-006710,103454,642,2013-08-22,wrong_size,1,5300.73
ret-006712,103498,1066,2013-08-08,not_as_described,4,12755.6
ret-006714,103516,1111,2013-08-15,defective,1,1295.46
ret-006715,103535,2373,2013-08-19,wrong_size,4,12304.07
ret-006716,103564,2049,2013-08-17,changed_mind,2,4698.81
ret-006718,103595,2053,2013-08-30,wrong_size,7,14636.66
ret-006719,103646,785,2013-08-06,wrong_size,1,703.56
ret-006721,103660,2331,2013-08-22,changed_mind,1,3172.63
ret-006722,103754,1215,2013-08-26,defective,1,1939.59
ret-006723,103768,734,2013-08-17,not_as_described,1,3948.27
ret-006725,103830,2332,2013-08-30,changed_mind,2,5299.62
ret-006726,103841,1228,2013-08-21,defective,1,756.24
ret-006727,103861,976,2013-08-29,changed_mind,3,5644.78
ret-006728,103873,2064,2013-08-30,wrong_size,2,6424.47
ret-006729,103878,785,2013-08-23,not_as_described,3,1930.71
ret-006730,103878,786,2013-08-19,wrong_size,1,635.76
ret-006733,103930,2388,2013-08-23,defective,3,4939.15
ret-006734,103937,1227,2013-08-07,changed_mind,6,10684.52
ret-006735,103940,573,2013-08-23,not_as_described,1,1775.5
ret-006736,103945,2081,2013-08-15,changed_mind,8,9245.25
ret-006737,103947,2332,2013-08-25,wrong_size,2,5758.0
ret-006739,103995,2055,2013-08-22,wrong_size,2,6503.92
ret-006740,104010,676,2013-08-24,late_delivery,1,4508.67
ret-006741,104041,2071,2013-08-25,late_delivery,1,1896.76
ret-006742,104079,1993,2013-08-13,defective,2,2600.86
ret-006743,104086,2145,2013-08-25,defective,2,4490.78
ret-006744,104089,826,2013-08-20,late_delivery,1,6140.48
ret-006746,104113,2252,2013-08-21,defective,2,3107.04
ret-006747,104122,2074,2013-08-23,changed_mind,3,5930.31
ret-006748,104137,2280,2013-08-20,defective,4,6719.7
ret-006750,104174,927,2013-08-19,not_as_described,1,2482.32
ret-006751,104198,826,2013-08-24,not_as_described,5,29602.56
ret-006752,104207,669,2013-08-13,changed_mind,5,35395.22
ret-006753,104213,2053,2013-08-11,not_as_described,3,5682.84
ret-006754,104244,785,2013-08-25,changed_mind,4,2405.99
ret-006755,104244,786,2013-08-19,changed_mind,3,1907.1
